name,usage
ELEONÓRA,Slovak
ELEONORA,Italian
ELEONORA,German
ELEONORA,Swedish
ELEONORA,Latvian
ELEONORA,Dutch
ELEONORA,Polish
ELEONORA,Bulgarian
ELEONORA,Russian
ELEONORA,Ukrainian
ELEONORA,Greek
ELÉONORE,French
ELEONORE,German
ELERI,Welsh
ELETTRA,Italian
ELEUTÉRIO,Portuguese
ELEUTERIO,Spanish
ELEUTERIO,Italian
ELEUTHERIOS,Late Greek
ELEUTHERIUS,Late Greek
ELFA,Icelandic
ELFLEDA,English
ELFREDA,English
ELFRIDA,English
ELFRIEDA,English
ELFRIEDE,German
ELHAM,Persian
ELHANAN,Biblical
'ELÎ,Kurdish
ELI ,English
ELI ,Hebrew
ELI ,Biblical
ELI ,Biblical Greek
ELI ,Biblical Hebrew
ELI ,Hebrew
ELI ,Spanish
ELI ,Norwegian
ELI ,Danish
ÈLIA,Catalan
ELIA,Italian
ELIAB,Biblical
ELIAKIM,Biblical
ELIÁN,Various
ELIAN,Dutch
ELIANA ,Italian
ELIANA ,Spanish
ELIANA ,Portuguese
ELIANA ,English
ELIANA ,Hebrew
ÉLIANE,French
ÉLIÁS,Hungarian
ELÍAS,Spanish
ELÍAS,Icelandic
ELIÁŠ,Czech
ELIAS,Portuguese
ELIAS,German
ELIAS,Swedish
ELIAS,Norwegian
ELIAS,Danish
ELIAS,Finnish
ELIAS,English
ELIAS,Dutch
ELIAS,Greek
ELIAS,Biblical Latin
ELIAS,Biblical Greek
ELIASZ,Polish
ELIAV,Hebrew
ELIAV,Biblical Hebrew
ELICIA,English
ELIDI,Various
ÉLIE,French
ELIEL,Biblical
ELIEL,Biblical Hebrew
ELIEL,Finnish
ELIEL,Portuguese
'ELI'EZER,Biblical Hebrew
ELIEZER,Biblical
ELIEZER,Hebrew
ELIEZER,Biblical Latin
ELIEZER,Biblical Greek
ELIF,Turkish
'ELIFALET,Biblical Hebrew
'ELIFELET,Biblical Hebrew
ELIGIA,Spanish
ELIGIA,Polish
ELIGIA,Late Roman
ELIGIO,Italian
ELIGIO,Spanish
ELIGIUS,Late Roman
ELIGIUSZ,Polish
ELIHU,Biblical
ELIHU,Biblical Hebrew
ELIHU,English
ELIINA,Finnish
ELIISA,Finnish
ELIISABET,Estonian
ELIJA,Lithuanian
ELIJAH,English
ELIJAH,Hebrew
ELIJAH,Biblical
ELIJAS,Lithuanian
ELIKAPEKA,Hawaiian
ELIL,Semitic Mythology
ELIN,Swedish
ELIN,Norwegian
ELIN,Danish
ELIN,Welsh
ELĪNA,Latvian
ELINA,Finnish
ELINA,Estonian
ELINA,Swedish
ELINE,Norwegian
ELINE,Danish
ELINE,Dutch
ELINOR,English
ELIO,Italian
ELIODORO,Italian
ELIOENAI,Biblical
ELIOR,Hebrew
ELIORA,Hebrew
ELIOT,English
ELIOTT,English
ELIOU,Biblical Greek
ELIOUD,Biblical Greek
ELIPHALET,Biblical
ELIPHELET,Biblical
ELIS,Swedish
ELIS,Medieval English
ELISA,Italian
ELISA,Spanish
ELISA,Portuguese
ELISA,German
ELISA,Finnish
ELISA,English
ELISABED,Georgian
ELÍSABET,Icelandic
ELISABET,Swedish
ELISABET,Norwegian
ELISABET,Danish
ELISABET,Finnish
ELISABET,Catalan
ELISABET,Spanish
ELISABET,Biblical Greek
ELISABETA,Romanian
ELISABETE,Portuguese
ÉLISABETH,French
ELISABETH,German
ELISABETH,Dutch
ELISABETH,Swedish
ELISABETH,Norwegian
ELISABETH,Danish
ELISABETH,English
ELISABETH,Biblical
ELISABETH,Biblical Latin
ELISABETI,Old Church Slavic
ELISABETTA,Italian
ELISAIE,Biblical Greek
ELISAVET,Greek
ELISAVETA,Bulgarian
ELISAVETA,Macedonian
ÉLISE,French
ELISE,German
ELISE,Norwegian
ELISE,Danish
ELISE,Swedish
ELISE,Finnish
ELISE,Dutch
ELISE,English
ELISEDD,Ancient Welsh
ELISEO,Italian
ELISEO,Spanish
ELISEU,Portuguese
ELISEUS,Biblical Latin
ELISHA,Biblical
ELISHA,Biblical Hebrew
ELISHEBA,Biblical
ELISHEVA,Hebrew
ELISHEVA,Biblical Hebrew
ELISHUA,Biblical
ELISHUA,Biblical Hebrew
ELISIE,Macedonian
ELIŠKA,Czech
ELIŠKA,Slovak
ELISO,Georgian
ELISSA ,Roman Mythology
ELISSA ,English
ELITA,Latvian
ELIUD,Biblical
ELIUD,Biblical Latin
ELIUD,Eastern African
ELIXABETE,Basque
ELIYA,Hebrew
ELIYAHU,Hebrew
ELIYYAHU,Biblical Hebrew
ELĪZA,Latvian
ELIZA,English
ELIZA,Polish
ELIZA,Portuguese
ELIZA,Romanian
ELIZA,Hungarian
ELIZA,Georgian
ELIZABET,Bulgarian
ELIZABET,Hungarian
ELIZABETA,Slovene
ELIZABETA,Croatian
ELIZABETE,Latvian
ELIZABETE,Portuguese
ELIZABETH,English
ELIZABETH,Biblical
ELIZAVETA,Russian
ELJAS,Finnish
ELKAN,Hebrew
ELKANAH,Biblical
ELKANAH,Biblical Hebrew
ELKE ,Dutch
ELKE ,German
ELKE ,Frisian
ELKE ,Hebrew
ELLA ,English
ELLA ,English
ELLA ,German
ELLA ,Swedish
ELLA ,Norwegian
ELLA ,Danish
ELLA ,Finnish
ELLA ,Hungarian
ELLANHER,Ancient Germanic
ELLAR,Scottish
ELLE,English
ELLEN ,English
ELLEN ,German
ELLEN ,Danish
ELLEN ,Swedish
ELLEN ,Norwegian
ELLEN ,Finnish
ELLEN ,Dutch
ELLERY,English
ELLI ,Greek
ELLI ,German
ELLI ,Finnish
ELLI ,Norse Mythology
ELLIANA,English
ELLIE,English
ELLIL,Semitic Mythology
ELLINGTON,English
ELLINOR,Swedish
ELLINOR,Norwegian
ELLINOR,Danish
ELLIOT,English
ELLIOTT,English
ELLIS ,English
ELLIS ,Welsh
ELLY,English
ELLY,Dutch
ELMA,Dutch
ELMA,English
ELMA,German
ELMAR,German
ELMĀRS,Latvian
ELMAS,Turkish
ELMER,English
ELMIRA ,Literature
ELMIRA ,Tatar
ELMIRA ,Kazakh
ELMIRA ,Kyrgyz
ELMIRA ,Azerbaijani
ELMIRA ,Russian
ELMO,Italian
ELMO,English
ELNA,Swedish
ELNA,Norwegian
ELNA,Danish
'ELNATAN,Biblical Hebrew
ELNATHAN,Biblical
ELNORA,English
ELNUR,Azerbaijani
ELO,Estonian
ELODIA,Spanish
ÉLODIE,French
ELODIE,English
ELOF,Swedish
ÉLOI,French
ELOI,Catalan
ELOÍSA,Spanish
ELOISA,Italian
ÉLOÏSE,French
ELOISE,English
ELON,Biblical
ELON,Hebrew
ELON,Biblical Hebrew
ELOUAN,Breton
ELOUAN,French
ELOUISE,English
ELOV,Swedish
ELOWEN,Cornish
ELOY,Spanish
ELPIDA,Greek
ELPÍDIO,Portuguese
ELPIDIO,Italian
ELPIDIO,Spanish
ELPIDIOS,Late Greek
ELPIDIUS,Late Greek
ELPIS,Ancient Greek
ELPIS,Greek Mythology
ELRIC,Medieval English
ELROND,Literature
ELROY,English
ELS,Dutch
ELSA,English
ELSA,German
ELSA,Swedish
ELSA,Icelandic
ELSA,Finnish
ELSA,Italian
ELSABETH,English
ELŞAD,Azerbaijani
ELSDON,English
ELSE,Danish
ELSE,Norwegian
ELSE,German
ELSE,Dutch
ELSIE,English
ELSIE,Swedish
ELSJE,Dutch
ELSPET,Scottish
ELSPETH,Scottish
ELTON,English
ELUF,Danish
ELUNED,Welsh
ELVA ,Irish
ELVA ,Danish
ELVA ,Icelandic
ELVAN,Turkish
ELVAR,Icelandic
ELVIA,Italian
ELVIIRA,Finnish
ELVIIRA,Estonian
ELVIN,English
ELVINA,English
ELVIO,Italian
ELVĪRA,Latvian
ELVIRA,Spanish
ELVIRA,Italian
ELVIRA,Portuguese
ELVIRA,German
ELVIRA,Dutch
ELVIRA,Hungarian
ELVIRA,Russian
ELVIRE,French
ELVIS,English
ELWIN,English
ELWIRA,Polish
ELWOOD,English
ELWYN,English
ELY,English
ELYSE,English
ELYSIA,Various
ELYZABETH,English
ELŽBIETA,Lithuanian
ELŻBIETA,Polish
ELZĖ,Lithuanian
EM,English
EMA ,Spanish
EMA ,Portuguese
EMA ,Slovene
EMA ,Croatian
EMA ,Bosnian
EMA ,Czech
EMA ,Slovak
EMA ,Lithuanian
EMA ,Japanese
EMALEE,English
EMAN,Arabic
EMANOIL,Romanian
EMÁNUEL,Hungarian
EMANUEL,Romanian
EMANUEL,Portuguese
EMANUEL,Swedish
EMANUEL,Norwegian
EMANUEL,Danish
EMANUEL,German
EMANUEL,Czech
EMANUEL,Slovak
EMANUEL,Croatian
EMANUELA,Italian
EMANUELA,Romanian
EMANUELE,Italian
EMANUIL,Bulgarian
EMBER,English
EMBERLY,English
EMBLA,Norse Mythology
EMBLA,Icelandic
EMBLA,Swedish
EMBLA,Norwegian
EMEKA,Western African
EMEKA,Igbo
EMEL,Turkish
EMELIA,English
EMELIE,Swedish
EMELINA,Spanish
ÉMELINE,French
EMELRICH,Ancient Germanic
EMELY,English
EMEM,Western African
EMEM,Ibibio
EMER,Irish
EMER,Irish Mythology
EMERALD,English
EMERENS,Dutch
EMERENTIUS,Late Roman
ÉMERIC,French
EMERIE,English
EMERSON,English
EMERSYN,English
EMERY,English
EMESE,Hungarian
EMI,Japanese
EMIDIO,Italian
EMIEL,Dutch
EMIGDIA,Spanish
EMIGDIO,Spanish
EMIL,Swedish
EMIL,Norwegian
EMIL,Danish
EMIL,German
EMIL,Romanian
EMIL,Bulgarian
EMIL,Czech
EMIL,Slovak
EMIL,Polish
EMIL,Russian
EMIL,Slovene
EMIL,Serbian
EMIL,Croatian
EMIL,Macedonian
EMIL,Hungarian
EMIL,Icelandic
EMIL,English
ÉMILE,French
EMILEE,English
EMILI ,Catalan
EMILI ,Hungarian
EMILI ,Hebrew
EMÍLIA,Portuguese
EMÍLIA,Slovak
EMÍLIA,Hungarian
EMILÍA,Icelandic
EMILIA,Italian
EMILIA,Spanish
EMILIA,Romanian
EMILIA,Finnish
EMILIA,Polish
EMILIA,German
EMILIA,Swedish
EMILIA,Norwegian
EMILIA,Danish
EMILIA,English
EMILIA,Bulgarian
EMILIAN,Romanian
EMILIAN,Polish
EMILIANA,Italian
EMILIANA,Spanish
EMILIANA,Portuguese
EMILIANO,Spanish
EMILIANO,Italian
ÉMILIE,French
EMÍLIE,Czech
EMILIE,German
EMILIE,Danish
EMILIE,Norwegian
EMILIE,Swedish
EMILIE,Czech
ÉMILIEN,French
ÉMILIENNE,French
EMĪLIJA,Latvian
EMILIJA,Lithuanian
EMILIJA,Slovene
EMILIJA,Serbian
EMILIJA,Croatian
EMILIJA,Macedonian
EMÍLIO,Portuguese
EMILIO,Italian
EMILIO,Spanish
EMILIOS,Greek
EMILIS,Lithuanian
EMILIYA,Bulgarian
EMILIYA,Ukrainian
EMILIYA,Russian
EMILIYAN,Bulgarian
EMĪLS,Latvian
EMILY,English
EMIN,Turkish
EMIN,Azerbaijani
EMIN,Bosnian
EMINA,Bosnian
EMINE,Turkish
EMIR,Turkish
EMIR,Bosnian
EMIRA,Bosnian
EMIRHAN,Turkish
EMLYN,Welsh
EMMA,English
EMMA,French
EMMA,Italian
EMMA,Spanish
EMMA,Catalan
EMMA,Swedish
EMMA,Norwegian
EMMA,Danish
EMMA,Icelandic
EMMA,Finnish
EMMA,Dutch
EMMA,German
EMMA,Hungarian
EMMA,Ancient Germanic
EMMALINE,English
EMMALYN,English
EMMANOUEL,Biblical Greek
EMMANOUIL,Greek
EMMANUEL,Biblical
EMMANUEL,French
EMMANUEL,English
EMMANUELE,Italian
EMMANUELLE,French
EMMANUHEL,Biblical Latin
EMMANUIL,Russian
EMMELINE,English
EMMERICH,German
EMMERICH,Ancient Germanic
EMMERSON,English
EMMET,English
EMMETT,English
EMMI,Finnish
EMMIE,English
EMMITT,English
EMMY,English
EMMY,French
EMMY,Swedish
EMMY,Dutch
EMMY,German
EMŐKE,Hungarian
EMORY,English
EMPERATRIZ,Spanish
EMRAH,Turkish
EMRAH,Bosnian
EMRE,Turkish
EMRIK,Swedish
EMRIK,Norwegian
EMRYS,Welsh
EMY,French
EMYGDIUS,Late Roman
EMYR,Welsh
ENA ,Irish
ENA ,Croatian
ENARA,Basque
ENCARNA,Spanish
ENCARNACIÓN,Spanish
ENCARNITA,Spanish
ENDA,Irish
ENDEL,Estonian
ENDER,Turkish
ENDIKA,Basque
ENDLA,Estonian
ENDRE ,Hungarian
ENDRE ,Norwegian
ENDRIT,Albanian
ENDYMION,Greek Mythology
ENDZELA,Georgian
ENE,Estonian
ENEA,Italian
ENÉAS,Portuguese
ENEIDA,Portuguese
ENEIDA,Spanish
ENEJ,Slovene
ENEKO,Basque
ENES,Turkish
ENES,Bosnian
ENFYS,Welsh
ENGEL,German
ENGEL,Ancient Germanic
ENGELBERT,German
ENGELBERT,Ancient Germanic
ENGILRAM,Ancient Germanic
ENGIN,Turkish
ENGUERRAND,Medieval French
ENHEDUANNA,Akkadian
ENID,Welsh
ENID,Welsh Mythology
ENID,Arthurian Romance
ENIKŐ,Hungarian
ENIOLA,Western African
ENIOLA,Yoruba
ENIS,Turkish
ENIS,Bosnian
ENISA,Bosnian
ENISE,Turkish
ENITAN,Western African
ENITAN,Yoruba
ENKHJARGAL,Mongolian
ENKHTUYA,Mongolian
ENKI,Sumerian Mythology
ENLIL,Sumerian Mythology
ENN,Estonian
ÉNNA,Irish
ENNI,Finnish
ENNIO,Italian
ENNIS,English
ENNIUS,Ancient Roman
ENOBARBUS,Literature
ENOCH,Biblical
ENOCH,Biblical Latin
ENOCH,Biblical Greek
ENOK,Swedish
ENOK,Norwegian
ENOK,Danish
ENOLA,English
ENORA,Breton
ENORA,French
ENOS,Biblical
ENOS,Biblical Latin
ENOS,Biblical Greek
ENOSH,Biblical
ENOSH,Biblical Hebrew
ENRIC,Catalan
ENRICA,Italian
ENRICHETTA,Italian
ENRICO,Italian
ENRIQUE,Spanish
ENSAR,Turkish
ENSIO,Finnish
ENU,Western African
ENU,Akan
ENVER,Turkish
ENVER,Bosnian
ENYA,Irish
ENYINNAYA,Western African
ENYINNAYA,Igbo
ENYO,Greek Mythology
ENYONAM,Western African
ENYONAM,Ewe
ENZO,Italian
EOFORHILD,Anglo-Saxon
EOFORWINE,Anglo-Saxon
EÓGAN,Ancient Irish
EÓGAN,Irish Mythology
EOGHAN,Irish
EOGHAN,Scottish
EOGHAN,Irish Mythology
EOIN,Irish
EOIN,Scottish
EOS,Greek Mythology
ÉOWYN,Literature
EPAPHRAS,Biblical
EPAPHRAS,Ancient Greek
EPAPHRAS,Biblical Greek
EPAPHRAS,Biblical Latin
EPAPHRODITOS,Ancient Greek
EPHESIUS,Late Roman
EPHRAIM,Biblical
EPHRAIM,Hebrew
EPHRAIM,Biblical Latin
EPHRAIM,Biblical Greek
EPHRATH,Biblical
EPHRATH,Biblical Latin
EPHRATH,Biblical Greek
EPIFANIO,Spanish
EPIFANIO,Italian
EPIKTETOS,Ancient Greek
EPIMETHEUS,Greek Mythology
EPIPHANES,Ancient Greek
EPIPHANIOS,Ancient Greek
EPIPHANIUS,Ancient Greek
EPIPHANY,English
EPONA,Gaulish Mythology
EPONINE,Literature
EPPIE,English
ERA,Albanian
ERALDO,Italian
ERAN,Biblical
ERASMO,Italian
ERASMO,Spanish
ERASMO,Portuguese
ERASMOS,Ancient Greek
ERASMUS,Late Greek
ERAST,Russian
ERAST,Ukrainian
ERASTOS,Biblical Greek
ERASTOS,Ancient Greek
ERASTUS,Biblical
ERASTUS,Biblical Latin
ERASYL,Kazakh
ERATO,Greek Mythology
ERAZEM,Slovene
ERCAN,Turkish
ERCANBALD,Ancient Germanic
ERCILIA,Spanish
ERCOLE,Italian
ERCWLFF,Welsh
ERDEM,Turkish
ERDENECHIMEG,Mongolian
ERDMANN,German
ERDOĞAN,Turkish
EREBOS,Greek Mythology
EREBUS,Greek Mythology
EREKLE,Georgian
EREN,Turkish
ERESHKIGAL,Sumerian Mythology
EREZ,Hebrew
ERFAN,Persian
ERHAN,Turkish
ERHARD,German
ERHARD,Ancient Germanic
ÉRIC,French
ÈRIC,Catalan
ERIC,English
ERIC,Swedish
ERIC,German
ERIC,Spanish
ÉRICA,Portuguese
ERICA,English
ERICA,Swedish
ERICA,Italian
ERICH,German
ERICK,English
ERICKA,English
ÉRICO,Portuguese
ERIK,Swedish
ERIK,Norwegian
ERIK,Danish
ERIK,Finnish
ERIK,Estonian
ERIK,Czech
ERIK,Slovak
ERIK,Slovene
ERIK,Croatian
ERIK,Hungarian
ERIK,German
ERIK,Dutch
ERIK,English
ÉRIKA,Portuguese
ĒRIKA,Latvian
ERIKA,Swedish
ERIKA,Norwegian
ERIKA,Danish
ERIKA,Finnish
ERIKA,Estonian
ERIKA,German
ERIKA,Hungarian
ERIKA,Czech
ERIKA,Slovak
ERIKA,Slovene
ERIKA,Croatian
ERIKA,English
ERIKA,Italian
ERIKAS,Lithuanian
ĒRIKS,Latvian
ERIN,English
ERIN,Irish
ERIS,Greek Mythology
ÉRIU,Irish Mythology
ERJA,Finnish
ERKAN,Turkish
ERKIN,Uzbek
ERKIN,Uyghur
ERKIN,Turkish
ERKKI,Finnish
ERKKI,Estonian
ERLAND,Swedish
ERLAND,Danish
ERLAND,Norwegian
ERLANTZ,Basque
ERLE ,Norwegian
ERLE ,English
ERLEA,Basque
ERLEND,Norwegian
ERLENDR,Ancient Scandinavian
ERLENDUR,Icelandic
ERLING,Norwegian
ERLING,Danish
ERLING,Swedish
ERLINGR,Ancient Scandinavian
ERLINGUR,Icelandic
ERMA,English
ERMACORA,Italian
ERMANNO,Italian
ERMELINDA,Italian
ERMENDRUD,Ancient Germanic
ERMENEGILDA,Italian
ERMENEGILDO,Italian
ERMENRICH,Ancient Germanic
ERMENTRUD,German
ERMES,Italian
ERMETE,Italian
ERMIAS,Eastern African
ERMIAS,Amharic
ERMINGARD,Ancient Germanic
ERMINHILT,Ancient Germanic
ERMINIA,Italian
ERMINIGILD,Ancient Germanic
ERMINIO,Italian
ERMINLINDA,Ancient Germanic
ERMINTRUDE,English
ERMIS,Greek
ERMO,Medieval Italian
ERMOLAI,Russian
ERN,English
ERNA ,German
ERNA ,Dutch
ERNA ,Danish
ERNA ,Norwegian
ERNA ,Swedish
ERNA ,Slovene
ERNA ,Norse Mythology
ERNA ,Icelandic
ERNA ,Danish
ERNA ,Norwegian
ERNA ,Swedish
ERNEST,English
ERNEST,French
ERNEST,Catalan
ERNEST,Polish
ERNEST,Slovak
ERNEST,Slovene
ERNESTA,Italian
ERNESTA,Lithuanian
ERNESTAS,Lithuanian
ERNESTINA,Italian
ERNESTINE,French
ERNESTINE,German
ERNESTINE,English
ERNESTO,Italian
ERNESTO,Spanish
ERNESTO,Portuguese
ERNIE,English
ERNO,Finnish
ERNŐ,Hungarian
ERNST,German
ERNST,Dutch
ERNST,Danish
ERNST,Norwegian
ERNST,Swedish
ERNUST,Ancient Germanic
EROL,Turkish
EROS,Greek Mythology
ERRAMUN,Basque
ERROL,English
ERSILIA,Italian
ERSKINE,Scottish
ERSKINE,Irish
ERSKINE,English
ERTUĞRUL,Turkish
ERVA,Turkish
ERVIN,Hungarian
ERVIN,Albanian
ERVIN,Croatian
ERVIN,Estonian
ERVĪNS,Latvian
ERWAN,Breton
ERWANN,Breton
ERWIN,German
ERWIN,Dutch
ERWIN,Polish
ERWIN,Ancient Germanic
ERYK,Polish
ERYKAH,English
ERYN,English
ERZSÉBET,Hungarian
ERZSI,Hungarian
ESA,Finnish
ESAIAS,Biblical Greek
ESAIAS,Biblical Latin
ESAU,Biblical
ESAU,Biblical Latin
ESAU,Biblical Greek
'ESAW,Biblical Hebrew
ESBEN,Danish
ESBEN,Norwegian
ESBJÖRN,Swedish
ESDRAS,Biblical
ESDRAS,Biblical Greek
ESE,Frisian
ESELD,Cornish
ESEN,Turkish
ESEOGHENE,Western African
ESEOGHENE,Urhobo
ESER,Turkish
ESFIR,Russian
ESHA,Indian
ESHA,Hindi
ESHE,Eastern African
ESHE,Swahili
ESI,Western African
ESI,Akan
ESILA,Turkish
ESIN,Turkish
ESKANDAR,Persian
ESKARNE,Basque
ESKENDER,Eastern African
ESKENDER,Amharic
ESKIL,Norwegian
ESKIL,Swedish
ESKIL,Danish
ESKO,Finnish
ESLEM,Turkish
ESMA,Turkish
ESMA,Bosnian
ESMAE,English
ESMAEEL,Persian
ESMAEIL,Persian
ESMAIL,Persian
ESMAIL,Arabic
ESMARALDA,English
ESME,English
ESMÉ,English
ESMÉE,English
ESMÉE,Dutch
ESMEE,English
ESMEE,Dutch
ESMERALDA,Spanish
ESMERALDA,Portuguese
ESMERALDA,English
ESMERALDA,Literature
ESMOND,English
ESMUND,English
ESPEN,Norwegian
ESPERANTA,Esperanto
ESPERANZA,Spanish
ESPIRIDIÓN,Spanish
ESRA,Turkish
ESSA,Arabic
ESSENCE,English
ESSI,Finnish
ESSIE,English
ESTA,English
ESTANISLAO,Spanish
ESTEBAN,Spanish
ESTEBE,Basque
ESTEE,Jewish
ESTEFÂNIA,Portuguese
ESTEFANÍA,Spanish
ESTEL,Catalan
ESTELA,Portuguese
ESTELA,Spanish
ESTELLA,English
ESTELLE,English
ESTELLE,French
'ESTER,Biblical Hebrew
ESTER,Spanish
ESTER,Catalan
ESTER,Portuguese
ESTER,Italian
ESTER,Czech
ESTER,Swedish
ESTER,Norwegian
ESTER,Danish
ESTER,Icelandic
ESTER,Finnish
ESTER,Estonian
ESTER,Hebrew
ESTERA,Polish
ESTERA,Slovak
ESTERA,Romanian
ESTERA,Lithuanian
ESTERI,Finnish
ESTEVÃO,Portuguese
ESTÈVE,Occitan
ESTEVE,Catalan
ESTEVO,Galician
ESTHER,English
ESTHER,French
ESTHER,Spanish
ESTHER,Dutch
ESTHER,German
ESTHER,Danish
ESTHER,Norwegian
ESTHER,Swedish
ESTHER,Jewish
ESTHER,Biblical
ESTHER,Biblical Latin
ESTHER,Biblical Greek
ESTHIRU,Old Church Slavic
ESTI,Basque
ESTIENNE,Medieval French
ESTIÑE,Basque
ESTRELLA,Spanish
ESYLLT,Welsh
ESZTER,Hungarian
ESZTI,Hungarian
ÉTAÍN,Irish
ÉTAÍN,Irish Mythology
ETEL,Hungarian
ETELE,Hungarian
ETELKA,Hungarian
ETELVINA,Spanish
ETENESH,Eastern African
ETENESH,Amharic
ETER,Georgian
ETERI,Georgian
ETHAN,English
ETHAN,French
ETHAN,Biblical
ETHAN,Biblical Latin
ETHEL,English
ETHELBERT,English
ETHELDRED,Medieval English
ETHELDREDA,Medieval English
ETHELINDA,English
ETHELRED,English
ETHELYN,English
ETHNA,Irish
ETHNE,Irish
ÉTIENNE,French
ÉTIENNETTE,French
ETNA,Irish
ETSUKO,Japanese
ETTA,English
ETTIE,English
ETTORE,Italian
ETZEL,Germanic Mythology
EUA,Biblical Greek
EUADNE,Greek Mythology
EUAN,Scottish
EUANDROS,Greek Mythology
EUANTHE,Ancient Greek
EUANTHE,Greek Mythology
EUARISTOS,Ancient Greek
EUCLID,Ancient Greek
EUCLIDES,Portuguese
EUCLIDES,Ancient Greek
EUDES,Medieval French
EUDOCIA,Ancient Greek
EUDOKIA,Ancient Greek
EUDOKIMOS,Late Greek
EUDORA,Greek Mythology
EUDOXIA,Ancient Greek
EUDOXOS,Ancient Greek
EUFÊMIA,Portuguese
EUFEMIA,Italian
EUFEMIA,Spanish
EUFROZINA,Hungarian
EUGEN,German
EUGEN,Romanian
EUGEN,Slovak
EUGEN,Croatian
EUGÈNE,French
EUGENE,English
EUGENEIA,Ancient Greek
EUGÊNIA,Portuguese
EUGENIA,Italian
EUGENIA,Spanish
EUGENIA,Romanian
EUGENIA,Polish
EUGENIA,English
EUGENIA,Ancient Greek
EUGÉNIE,French
EUGENIJUS,Lithuanian
EUGÊNIO,Portuguese
EUGENIO,Italian
EUGENIO,Spanish
EUGENIOS,Ancient Greek
EUGENIUS,Ancient Greek
EUGENIUSZ,Polish
EUGRAPHIOS,Ancient Greek
EUKENE,Basque
EUKLEIDES,Ancient Greek
EULA,English
EULÁLIA,Portuguese
EULÁLIA,Slovak
EULÀLIA,Catalan
EULALIA,Spanish
EULALIA,Italian
EULALIA,English
EULALIA,Ancient Greek
EULALIE,French
EULOGIA,Spanish
EULOGIO,Spanish
EULOGIOS,Late Greek
EULOGIUS,Late Greek
EUMELIA,Ancient Greek
EUN,Korean
EUNICE,Biblical
EUNICE,English
EUNICE,Biblical Latin
EUNIKA,Polish
EUNIKE,Biblical Greek
EUNIKE,Ancient Greek
EUN-JEONG,Korean
EUN-JI,Korean
EUN-JUNG,Korean
EUNOMIA,Greek Mythology
EUN-YEONG,Korean
EUN-YOUNG,Korean
EUPHEMIA,Ancient Greek
EUPHEMIA,English
EUPHEMIOS,Ancient Greek
EUPHRANOR,Ancient Greek
EUPHRASIA,Ancient Greek
EUPHRASIE,French
EUPHROSYNE,Greek Mythology
EUPRAXIA,Ancient Greek
EURI,Basque
EURIG,Welsh
EURIPIDES,Ancient Greek
EUROPA,Greek Mythology
EUROPE,Greek Mythology
EURWEN,Welsh
EURYALOS,Greek Mythology
EURYALUS,Greek Mythology
EURYALUS,Roman Mythology
EURYDICE,Greek Mythology
EURYDIKE,Greek Mythology
EUSEBIA,Spanish
EUSÉBIO,Portuguese
EUSEBIO,Spanish
EUSEBIO,Italian
EUSEBIOS,Ancient Greek
EUSEBIU,Romanian
EUSEBIUS,Ancient Greek
EUSTACE,English
EUSTACHE,French
EUSTACHIO,Italian
EUSTACHIUS,Late Roman
EUSTACHY,Polish
EUSTACHYS,Ancient Greek
EUSTACIA,English
EUSTÁQUIO,Portuguese
EUSTAQUIO,Spanish
EUSTATHIOS,Ancient Greek
EUSTATHIUS,Ancient Greek
EUSTORGIO,Italian
EUSTORGIOS,Ancient Greek
EUSTORGIUS,Ancient Greek
EUTERPE,Greek Mythology
EUTHALIA,Ancient Greek
EUTHYMIA,Ancient Greek
EUTHYMIOS,Ancient Greek
EUTHYMIUS,Ancient Greek
EUTÍMIO,Portuguese
EUTIMIO,Spanish
EUTIMIO,Italian
EUTROPIA,Ancient Greek
EUTROPIO,Spanish
EUTROPIOS,Ancient Greek
EUTROPIUS,Ancient Greek
EUTYCHIA,Ancient Greek
EUTYCHIOS,Ancient Greek
EUTYCHIUS,Ancient Greek
EUTYCHOS,Ancient Greek
EUTYCHOS,Biblical Greek
EUTYCHUS,Biblical
EUTYCHUS,Biblical Latin
ÉVA,Hungarian
EVA,Spanish
EVA,Italian
EVA,Portuguese
EVA,English
EVA,Czech
EVA,Slovak
EVA,German
EVA,Dutch
EVA,Swedish
EVA,Norwegian
EVA,Estonian
EVA,Danish
EVA,Icelandic
EVA,Faroese
EVA,Romanian
EVA,Greek
EVA,Slovene
EVA,Bulgarian
EVA,Croatian
EVA,Russian
EVA,Georgian
EVA,Old Church Slavic
EVA,Biblical Latin
EVADNE,Greek Mythology
ĒVALDS,Latvian
EVALINE,English
EVALYN,English
EVA MARÍA,Spanish
EVAN,Welsh
EVAN,English
EVANDER ,Greek Mythology
EVANDER ,Roman Mythology
EVANDER ,Scottish
EVANDER ,English
EVANDRUS,Roman Mythology
EVANGELIA,Greek
EVANGELIJA,Macedonian
EVANGELINA,Spanish
EVANGELINA,English
EVANGELINE,English
EVANGELIYA,Bulgarian
EVANGELOS,Greek
ÉVARISTE,French
EVARISTO,Spanish
EVARISTO,Italian
EVARISTO,Portuguese
EVARISTUS,Ancient Greek
EVDOKIA,Greek
EVDOKIJA,Macedonian
EVDOKIYA,Bulgarian
EVDOKIYA,Russian
ÈVE,French
EVE,English
EVE,Estonian
EVE,Biblical
EVELEEN,English
EVELIA,Spanish
EVELIEN,Dutch
EVELIINA,Finnish
